username,userid,profile_location,created_at,text,retweet_count,source,coordinates
ᗪᒍᑕᖇᗩᘔEE,16453127,"Houston, TX, USA",2023-01-21 10:10:44,@SARCASTIC_FR0G @Im_just_a_dude8 @Williamson_KB @EricS20729906 @pastorlocke @StephenKing Oh and here's a bit of rea… https://t.co/ZbRe3gKCit,0,Twitter for Android,
ᗪᒍᑕᖇᗩᘔEE,16453127,"Houston, TX, USA",2023-01-21 10:04:44,"@SARCASTIC_FR0G @Im_just_a_dude8 @Williamson_KB @EricS20729906 @pastorlocke @StephenKing Yup, it's stubborn of me t… https://t.co/HonG5377ep",0,Twitter for Android,
Michael C,1320551311012700162,"Houston, TX",2023-01-21 08:37:02,"@davewoolever @TacoThunder5 @dannykanell March for Life should be renamed March for Birth. 

They do not celebrate… https://t.co/xPIDZt3MGd",0,Twitter Web App,
Jason Carpenter,1380604015,"Houston, TX",2023-01-21 07:08:07,"@Iraqveteran8888 Wait, wait.  Isn't that what you plan for?  What you desire?  Someone coming after you or your fam… https://t.co/vdVEw0XRBa",0,Twitter for Android,
AllAmericanMutt,1518680852603015170,"Houston, TX",2023-01-21 06:54:56,Easy solution: guns https://t.co/UCuXZGU5zW,0,Twitter for iPhone,
Brandon 💫,1586225290585440269,"Houston, TX",2023-01-21 06:40:16,@AmsRedII @Wmb_Bravo @KariLake Cars weren’t meant to be able to run people over and squish them in a matter of seco… https://t.co/3w8rsTuzBx,0,Twitter for iPhone,
Frank Ripkoski,1043155433165344770,"Houston, Texas",2023-01-21 06:11:51,@laurenboebert If you are protecting the sanctity of life why do you own all those guns ?? You gonna shoot somebody ??,0,Twitter Web App,
Black Wolf Tactical,1473091891440799745,"Houston, TX",2023-01-21 05:45:10,"Shotty wotty 🇺🇸

@TaranTactical 
@saviorequipment 
•
•
•
🔥📸 by • @unlimited_ammo_llc
•
-
 #blackwolftactical… https://t.co/B7Kp3XMWq0",2,Twitter for iPhone,
Earlis Marks,1388943013,"Houston, TX",2023-01-21 05:45:01,"@natfluential Young guns on the run having fun. (Whistle while you work)
Last night may be the springboard to more… https://t.co/eaQr75fgMj",0,Twitter Web App,
K__Tequilashot 🎉🍾,890884566281572352,"Texas Medical Center, Houston",2023-01-21 04:49:21,Production no longer uses real weapons. This was a poor choice by this production on this matter because of past fa… https://t.co/YOGH6cCD9B,0,Twitter Web App,
TYRIUM,3431652587,"Houston, TX",2023-01-21 03:58:29,"This Friday Night BF playlist had me thinking. If they had just released BF2042 as portal, with BC2/BF3/4/2042 guns… https://t.co/0SnxjbPeZv",0,Twitter for Android,
Troy Nehls Coup Plotter,1570499517404815362,"Houston, TX",2023-01-21 03:19:32,@Mike_Pence So why does your home state have an F rating for guns?,0,Twitter for iPhone,
Christiana (Christy),419340967,"Houston, TX",2023-01-21 03:06:25,"Today's Tarot:

Friday January 20, 2023

The Major Arcana ♠♥♦♣:

The Major Arcana Cards are the ""big guns"" of the T… https://t.co/LyWydbc3Ix",1,Twitter for Android,
BeeKeeperGuy,408014929,"Houston, TX",2023-01-21 03:05:46,"@DecampDave To be clear, I want a free market in weapons globally. Shall not be infringed references a human right… https://t.co/dU5RhVHiKk",0,Twitter for iPhone,
Eon Musk Bullock™ ,796088416416972800,"Houston, TX",2023-01-21 02:44:47,"You would think with the weapons accidents on #movie and #TV sets (The Crow, #AlecBaldwin, Jon-Erik Hexum to name a… https://t.co/v8FWkVqrAu",0,Twitter for iPhone,
Rick L. Martin,544705275,"Tomball, TX, USA",2023-01-21 02:31:45,"@RepKClark Guns are banned in schools. Have been for , probably, ever.",0,Twitter for Android,
Jamel,1080883713167249408,"Houston, TX",2023-01-21 01:53:17,@stavi_vasquez We got guns and still can’t change shit 😭,0,Twitter for iPhone,
Tina Kendrick,1526604263354425345,"Houston, TX",2023-01-21 01:49:24,@StevePaul99 @lanicolai @RonFilipkowski Can you not hear the police radios where they are describing the men with g… https://t.co/3pFf6kdlHJ,0,Twitter for iPhone,
High Warlord Stavi,756117780,"Houston, Texas",2023-01-21 01:48:28,@papabean_99 The French don’t own guns like us 😂,0,Twitter for iPhone,
Tina Kendrick,1526604263354425345,"Houston, TX",2023-01-21 01:29:36,"@StevePaul99 @lanicolai @RonFilipkowski You want guns specifically, here you go.

So, for two years you’ve not beli… https://t.co/o7DfKxHCBM",0,Twitter for iPhone,
Jed Arnett,1295566907677069312,"Spring, TX",2023-01-21 01:15:49,"@Michael31909473 @JoeBiden Michael the results are indeed facts. Family budgets destroyed, retirement accounts deci… https://t.co/kgODrf44Fk",0,Twitter for Android,
Common Sense Bob,886192306193403904,"Houston, TX",2023-01-21 01:14:58,"@AbbieKamin @jfshouston And a few hours later, #OneTerm @AbbieKamin, one of your constituents, a small business own… https://t.co/iAIjRDRAsc",1,Twitter for Android,
Common Sense Bob,886192306193403904,"Houston, TX",2023-01-21 01:10:25,"@AdrianGarciaHTX @JacksonLeeTX18 @AbbieKamin And while #OneTerm @AbbieKamin was delivering those ""pointed and power… https://t.co/k2p9rK0Dh5",3,Twitter for Android,
Jed Arnett,1295566907677069312,"Spring, TX",2023-01-21 01:00:06,"@JoeBiden @KamalaHarris Every household budget destroyed,  retirement accounts decimated, guns, drugs and criminals… https://t.co/0pmwMGrt1Z",0,Twitter for Android,
igK,1585847344821682176,"Houston, TX",2023-01-21 00:36:26,@Alex72926397 @brewers370 @ShortneyPaige @JackPosobiec Rubbish.  Kyle’s attackers had guns. Maybe you think you can… https://t.co/6C3sLUzMys,0,Twitter for iPhone,
Brian Lyssy,15601447,"Houston, TX",2023-01-21 00:25:15,I don’t necessarily blame him but this shows a serious lack of training and education. You may or may not like guns… https://t.co/pTtjc2SKaz,0,Twitter for iPhone,
THE VIRGIN GOD🔱,738697583283965952,"Houston, TX",2023-01-21 00:24:58,@raphousetv2 How these teens keep getting guns?,0,Twitter for iPhone,
Isaiah,4786560734,"Houston, TX",2023-01-21 00:16:50,Guns down hands up https://t.co/LcrRui97s5,1,Twitter for iPhone,
GhostofJammes,1324736256945852429,"Houston, TX",2023-01-20 23:37:33,"@Ace_Aarons I carry a gun sometimes since my law career gets extremely adversarial and i need protection. 
Only use… https://t.co/qo6eKNElG6",0,Twitter for Android,
James Cummings,4649561466,"Houston, TX",2023-01-20 23:21:13,@EndWokeness How about use cash to buy guns and then protect yourselves and your property.,0,Twitter Web App,
TribalSoup,1009950464434155525,"Cypress, TX",2023-01-20 23:18:02,@0zgurlukcu @BurntOutUtopian @Podna86 @GhostCoase @GeorgistSteve @Danielc08769357 Without regulation and agreement… https://t.co/wjOYA6P1OX,0,Twitter Web App,
Milli_Ish,1287920299967688710,"Houston, TX",2023-01-20 22:44:53,@teslabot99 Very specific you are!  What if hawkish Jerome comes out guns blazing with .5 and shocks the world.  I really wonder.,0,Twitter for iPhone,
Big Swede,39862114,"Houston, TX",2023-01-20 22:42:21,"@ClownWorld_ He’s not wrong, actors have no clue how guns work, just watch any TV show or movie.  Cocking loaded gu… https://t.co/VtwsHTna03",0,Twitter for iPhone,
riserooftop,1327430762203901953,"Houston, TX",2023-01-20 22:38:13,Tonight the Legend Steven Adler of Guns N’ Roses with @TheCrueHouston   @HToKillEmAll Doors at 6pm! Tickets still a… https://t.co/gfd8ikcmvk,0,Twitter for iPhone,
B.L. Zibub,1601017476866793473,Houston,2023-01-20 22:13:04,"@HoustonChron When you kill for guns, you are no longer worthy.",0,Twitter for iPhone,
3301 Goat 🐐,1220365840983478274,"Houston, TX",2023-01-20 22:10:03,How tf you gone limit people to how much land they can buy 😂😂 man look y’all better get y’all guns cause concentration camps coming soon 😂,0,Twitter for iPhone,
Lexcat,1056546428011585536,"Houston, TX",2023-01-20 22:05:05,"@TheRealRicard @itsJeffTiedrich @Fallenbronze He wasn't breaking the law, so he can be any damn place he wants. The… https://t.co/lioWE93g6s",0,Twitter for Android,
Jon Rosenthal,1061102195003809793,"Houston, TX",2023-01-20 22:01:20,I filed HB 1089 - the Freedom of Speech Act - to protect first amendment rights &amp; keep politics out of business dec… https://t.co/OdMgKtW5Tb,0,Twitter for iPhone,
Sandy Cedar,1571042365,"Houston, TX",2023-01-20 21:21:15,@PhukBi @TheeThistle I obviously know nothing about guns unfortunately😂,0,Twitter for iPhone,
Sam Collins,1519159155608670208,"Houston, Texas",2023-01-20 21:20:42,".@TheView defends Alec Baldwin from manslaughter charges, a ‘tragedy’ for his career, guns too complicated for acto… https://t.co/8BbJeWWTJF",0,Twitter Web App,
Marshall R Williams,1501610626803806210,"Houston, TX",2023-01-20 20:08:39,Baldwin’s defense that 'I didn't pull the trigger' is perfectly consistent with his position on guns - guns are inh… https://t.co/lCJ1RUMd2i,0,Twitter for iPhone,
kenyon Guillory,408706622,Houston,2023-01-20 20:03:47,@MegaManX1984 @itsJeffTiedrich It’s nonsensical.  Why have a law if anyone under 18 can simply get a friend to buy… https://t.co/2VCegYYe4B,0,Twitter for iPhone,
Cheryl Burton,915996103,"Houston, TX",2023-01-20 19:46:20,"@NancyLeeGrahn I agree 100%. We sensationalize weapons &amp; killing in the media, TV, &amp; movies. It has to stop. We nee… https://t.co/1afVuF6mSe",1,Twitter for iPhone,
JasperNine,1594144789058011138,"NW Houston, TX",2023-01-20 19:33:29,@RichardCheek19 @checkmatestate @MikeDizzll The magazine looks like a .22 to me. Many light EZ rack guns out there… https://t.co/ywPm3ymR4N,0,Twitter Web App,
JasperNine,1594144789058011138,"NW Houston, TX",2023-01-20 19:30:51,@quad_canceled @checkmatestate A few gun makers make guns with an ez rack.  My mom had the Walther P22.  It was swe… https://t.co/QBpn8b1KKZ,1,Twitter Web App,
Albert,38431506,Houston,2023-01-20 19:30:04,@RepKClark Which schools allow students to carry guns?,0,Twitter for iPhone,
Tony,54058973,"Houston, TX",2023-01-20 19:07:31,"@johnrich Right on brother, Bless you for sticking to your guns!",1,Twitter for iPhone,
Craig,1604292757077606400,"League City, TX",2023-01-20 19:05:31,@spaceportorange @checkmatestate So you don't like guns and think they are childish.  That'd funny because I don't… https://t.co/pDTl0O0juo,0,Twitter for Android,
Joshua Cavanaugh,1587079891899523074,"Houston, TX",2023-01-20 19:03:57,@michaeljknowles Tony Dungy is getting hammered by leftists for being a pro-life Christian.  Maybe we should point… https://t.co/mtxUzvk5pp,0,Twitter Web App,
juan pablo 🏈🇲🇽,1577083475286425601,"Houston, TX",2023-01-20 18:19:16,@CNN we need to ban guns,0,Twitter for iPhone,
Jim Wisner,948616747753656321,"Houston, TX",2023-01-20 17:48:44,@RepDanCrenshaw I agree with your basic argument but it’s one sided.  If Republicans want to show real leadership o… https://t.co/md5rg1Kw8x,0,Twitter for iPhone,
Greg Kellogg,1518375575643111424,"Spring, TX",2023-01-20 17:46:45,@guncollective If there are guns in the house.  Or if the child wants to hunt.,0,Twitter for iPhone,
Mary M Jones,130496946,,2023-01-20 17:34:02,"Another statement there should never, never be ""hot guns"" the term they use in film making, on a movie set.  A law… https://t.co/gp1R9YSscP",0,Twitter Web App,
Mary M Jones,130496946,,2023-01-20 17:34:00,"I'd like to say something about Movie ""Rusk"" set trial. It was not part of Alec Baldwin's job description when hire… https://t.co/SVRKimxBjG",0,Twitter Web App,
John Cotter,1148438953130942464,"Houston, TX",2023-01-20 17:29:14,This is what free-for-all gun laws get you...  https://t.co/T3PBXMBPyC,0,Twitter Web App,
Maggie Donovan,1601029487067627520,"Houston, TX",2023-01-20 17:17:59,"@SgtMattingly @amalaekpunobi 👆This. I don't particularly like guns, but they're not going anywhere. They need to be… https://t.co/Jz0v62E28m",0,Twitter Web App,
Brandi Wright,1597223350757122051,"Houston, TX",2023-01-20 17:05:38,@redbullfanboy88 @POTUS Is this what they’re paying you to tweet? Take our guns and usher in globalism (communism).… https://t.co/xCwbZEqect,0,Twitter for iPhone,
𝒟𝒾𝑜𝓇 🐩,728894949433839617,"Houston, TX",2023-01-20 16:47:56,@amalaekpunobi I think teaching safety protocol and respect for firearms is imperative if you are going to keep the… https://t.co/HGK7mPTZyv,0,Twitter for iPhone,
Andrew_WX,1563626563585081344,"Houston,Tx",2023-01-20 16:35:29,@Weathergeek051 But is that isn’t the fault of the child. The parent should be responsible enough to make sure guns… https://t.co/bgtnmMdfEn,0,Twitter Web App,
Lunchtime Commander *SparkleTroll*,1475010782,"Houston, TX",2023-01-20 16:34:40,"@MadScientistFF Affordable concerts.  I paid $25 to see Guns N Roses at their height in 1991.  
The same seats at t… https://t.co/KQ6Y7tj5Do",0,Twitter for Android,
deadman.dooda,1031737978492801024,"Houston, TX",2023-01-20 16:21:41,@XXL I got more guns than the navy,0,Twitter for iPhone,
Eric Dryden,2710166774,"Pearland, TX",2023-01-20 16:06:50,@GPDBenTobias @Jim_Jordan @GOP Another note to increase your understanding of politics. Cars kill more than guns bu… https://t.co/kAj5cHNguP,0,Twitter for iPhone,
Whitest Guy You Know,1553302490384404481,"Houston, TX",2023-01-20 15:50:02,Can’t wait to drink and play with guns all weekend,0,Twitter for iPhone,
RedStrider2099 🇺🇲🇺🇲🇺🇲,1552792775363534848,"Houston, TX",2023-01-20 15:49:31,@checkmatestate No it doesn't at all. It's not something I would do that young but with our ever changing world may… https://t.co/t7HQ2tJfm1,0,Twitter for Android,
RedStrider2099 🇺🇲🇺🇲🇺🇲,1552792775363534848,"Houston, TX",2023-01-20 15:46:26,@amalaekpunobi Personally this is too young to teach them to shoot defensively. I'll show my kids guns and the safe… https://t.co/y606GqTD9R,0,Twitter for Android,
Arms Ads,1537891669214760963,"Houston, TX",2023-01-20 15:30:30,"26X from Gledhill Customs @gledhillcustoms
.
.
.
.
.
#armsads #pewpewlife #2a #survival #edc
#tactical #freedom… https://t.co/5LWgMEebsz",1,Constant Contact - Social Posts,
Anna (Polly) Rodriguez,897796196072161281,"Houston, TX",2023-01-20 15:25:45,@SpeakerMcCarthy Now if only they would do something about all the guns that kill those who were previously fetuses.,0,Twitter Web App,
Roger Mitchell,1597736928325033984,"Spring, TX",2023-01-20 15:15:39,@EndWokeness How else can they buy guns and drugs your selling to them.,0,Twitter for Android,
Mimi Joeckel,1586497072341065730,"Katy, Texas",2023-01-20 14:52:14,@sixshootermm @Nico_Kneecap @Combacommander @itsJeffTiedrich I love Scotland. But you can’t compare a country of 5M… https://t.co/2F3j1seSxT,0,Twitter for iPhone,
Dru Stevenson,1210747270624399360,"Houston, TX",2023-01-20 14:46:57,"@AngieMarie_77 @GV_Pedia Only if you buy from an FFL.  In most states, buying guns  on the secondary market from so… https://t.co/BSWztr45t5",1,Twitter Web App,
Mimi Joeckel,1586497072341065730,"Katy, Texas",2023-01-20 14:46:28,@Thomas_Young77 @sixshootermm @Nico_Kneecap @Combacommander @itsJeffTiedrich The 2nd amendment is there for many re… https://t.co/0MevVwbDCJ,0,Twitter for iPhone,
Boozy Smoke,2583095011,"Houston, TX",2023-01-20 14:29:33,@Alt_Pythia @mmpadellan Number one rule when handling guns. Always check to see if it is loaded. You never assume.,0,Twitter for iPhone,
Brian Piana,1462458227539517444,"Houston, TX",2023-01-20 14:26:47,"Fun fact: I saw Metallica &amp; Guns N Roses play at the Astrodome in September of 1992. Now, 31 years later, I'm reall… https://t.co/ralyNdEvyv",0,Twitter Web App,
Bo Jo,1594175317505183744,"Houston, TX",2023-01-20 14:04:43,@larryelder If you make your living playing with guns you had better learn how to handle them!,0,Twitter Web App,
Mr. Law Game,209647653,"Houston, Texas",2023-01-20 14:03:20,Did you know in Texas just pointing a gun at someone is aggravated assault? Which is a 2nd degree felony which carr… https://t.co/XxC5xNsOZH,0,Twitter for Android,
Legion on the Brazos 🇨🇱🇺🇲🌎✝️🤠,1540987007417176064,Houston,2023-01-20 13:42:22,There really isn't too much difference between Red Capitalism under CCP and Dysfunctional Tyranny of Corruptacrats… https://t.co/dKeKjE5IZp,0,Twitter for Android,
Johnny-Boy,1589435501748035585,North Country,2023-01-20 13:14:35,@atensnut @YALiberty 4 has an awful lot of guns.,0,Twitter Web App,
ALGPSG 😎,2938936443,"Houston, TX",2023-01-20 13:06:21,wtf about me says “hey she looks like she needs guns” like gtf lol,0,Twitter for iPhone,
Johnny-Boy,1589435501748035585,North Country,2023-01-20 13:03:39,@ada_lluch @YALiberty You wouldn't believe the number of guns in 4,0,Twitter Web App,
Arms Ads,1537891669214760963,"Houston, TX",2023-01-20 13:00:43,"Custom built MATE Armory PCC 9 @MATEArmory
.
.
.
.
.
#armsads #pewpewlife #2a #survival #edc
#tactical #freedom… https://t.co/sf88hHYbjd",1,Constant Contact - Social Posts,
Brandon 💫,1586225290585440269,"Houston, TX",2023-01-20 12:59:44,@EndWokeness They won’t protect you. Bad men with illegal guns do that care about the law and “gun free zones”. You… https://t.co/jtpICXydqW,0,Twitter for iPhone,
Hatetoowork,93027407,Houston Tx,2023-01-20 11:44:14,"@BigBodyBenzzz__ I don’t know, but you definitely pulled out the big guns lol.",0,Twitter for iPhone,
#REALHATER,1316748505592012800,"Houston, TX",2023-01-20 10:41:43,@UntoldbyTerry ITS A RACIST BOT. WHEN YOU SAY NIGGA THEY ASK IF YOU WANNA BUY GUNS😭😭😭,0,Twitter for iPhone,
Steven Watts,1146192133,"Spring, TX",2023-01-20 09:12:23,@barnes_law @dailywireplus Will never understand. and for that. Im now a @scrowder supporter 100% cause I FUCKING K… https://t.co/D8NwN4wEvp,0,Twitter Web App,
You're Fired!,1348726619939221505,"Houston, TX",2023-01-20 08:11:45,“Guns don’t kill people. Alex Baldwin kills people.”  https://t.co/M4EBweuKKc,0,Twitter for iPad,
Que Pasa,288621885,South houston,2023-01-20 07:23:07,"@FabrizioRomano Arsenal finally delivering what we want badly , wins and big guns innit. 💪💣",0,Twitter for iPhone,
Undress DRUcIfEr Jimenez,1431469486742384642,"Katy, TX",2023-01-20 07:18:46,I gots the purple guns https://t.co/CbVTYwhLuf,0,Twitter for iPhone,
Evan G 🇷🇺/ JJBA fan 🦋💎,1161108258221887489,"Alvin, TX",2023-01-20 06:11:10,@Katerationopia @OzarkGraphic He basically sees himself as the musicbizmarty to my Cyraxx. I'm just some guy he met… https://t.co/7IJIXYsVX0,0,Twitter for Android,
Karla Buenger,1003080277,"League City, TX",2023-01-20 05:42:00,"@jordanbpeterson If a major hurricane hit Washington DC dropping 60”, or California! Maybe then you might have some… https://t.co/cumpoeKx1Y",0,Twitter for iPhone,
CherrySnocone,1595517305332588552,"Houston, TX",2023-01-20 04:37:51,"@nypost Why are they using real guns, and since they were, why were real bullets on set?",0,Twitter for Android,
Silky Slim,1523942208063381504,Houston Texas ,2023-01-20 04:20:23,Fu×k shooting the guns let's shoot the ones get knocked out and go back to the hood!!!! RN!!,0,Twitter for Android,
Noah Argo,1462593501531709447,"Katy, TX",2023-01-20 03:58:25,I’ve never understood the left and any anti-2a peoples hatred of allowing citizens the means of protecting themselv… https://t.co/qffZhl61pQ,1,Twitter for iPhone,
Noah Argo,1462593501531709447,"Katy, TX",2023-01-20 03:55:57,@Giuseppe4212 @EndWokeness I’ve always been for concealed carry. Unfortunately the city of Chicago seems to have  i… https://t.co/M5gYHcdPgD,0,Twitter for iPhone,
shine!✨❄️,1160611631858114560,beach city,2023-01-20 03:31:42,minkowski solving her problems with guns 🤝 lovelace solving her problems with good old manual violence.,0,Twitter Web App,
T✨️,1364701916916244482,"Houston, TX",2023-01-20 02:38:01,@cgp83 Me personally my kids would never be around guns and my family has a past with guns so it won't happen but teach its own.,0,Twitter Web App,
Paul Galyean,91366276,"Spring, TX",2023-01-20 02:31:56,"@lilles_318 @blueheartedly Long guns are only legal if you’re 18 or over. Per the constitution,  then transporting… https://t.co/mYSYNNMsXO",0,Twitter for iPhone,
T✨️,1364701916916244482,"Houston, TX",2023-01-20 02:26:52,@cgp83 I am talking about guns idc about no drag shoe lol he shouldn't have a gun and I stand on that lol.,0,Twitter Web App,
Ash Eats Trash,865345841283948545,"Houston, TX",2023-01-20 02:25:47,@lizcourserants My dad's a gun guy and he always taught us to never mess with guns so I'm extra horrified by gun gu… https://t.co/1fbpy4aRZR,0,Twitter for Android,
Canthidethetruth,1588568903122403329,"Houston, TX",2023-01-20 02:25:19,@JackieLarkam @BiskitsTm @RebelNewsOnline Mannnnn phuck Biden we got guns ova here!!! Lol,0,Twitter for iPhone,
DLD🇺🇸♥️🌎,1182400902,"Houston, TX",2023-01-20 01:23:19,Regarding Alex Baldwin he and Rust movie set people should've know the rules of gun safety: Always keep firearm poi… https://t.co/obBdXYEZz5,0,Twitter Web App,
Undress DRUcIfEr Jimenez,1431469486742384642,"Katy, TX",2023-01-20 01:20:24,@COOLunderPressa Went from selling guns to selling smoking accessories. ROFL 🤣,0,Twitter for iPhone,
🗽Beat Philly🏈,242831749,"Houston, TX",2023-01-20 01:15:40,"The scream 6 trailer is str8 up NASTY. They got ghostface using guns, stalking ppl on the subway &amp; some more shit.… https://t.co/ToHAzTqA51",1,Twitter for iPhone,
Stefan The Adequate,580452078,"Houston, TX",2023-01-20 01:04:19,@DashDobrofsky Also against the thousands of parents who left loaded guns lying around unsecured for kids to kill t… https://t.co/3CaBEU04ks,1,Twitter for Android,
David Keel,60746744,"Houston, TX",2023-01-20 01:01:58,'Relentless wave' of robberies is forcing Houston business owners to sleep in their businesses with guns https://t.co/0pMWpYZFsF,0,Twitter for Android,
Allen Lewis Jr,1283548630364958721,"Houston, TX",2023-01-20 00:55:46,@murphyslaw08 @Fiverten @CNN No seen how movies are made huh?  Everyone has a job and actors are not to touch props… https://t.co/RZFnvlJtey,0,Twitter for iPad,
"Wyona M Freysteinson, PhD, MN, RN, FAAN (she/her)",335295766,"Houston, TX",2023-01-20 00:27:39,@MightyMorphit These are not toy guns. https://t.co/AZKLecSpxR,0,Twitter for iPhone,
"Wyona M Freysteinson, PhD, MN, RN, FAAN (she/her)",335295766,"Houston, TX",2023-01-20 00:27:09,@1791AT I agree with you - teaching gun safety is critical! Sadly not all “adults” understand gun safety (obviously… https://t.co/isWafbXAyl,4,Twitter for iPhone,
Joko Mejia,757764233467613185,"Houston, TX",2023-01-20 00:23:47,"@MothersHot1 Metallica, guns and roses, Led Zepellin.",1,Twitter for iPhone,
Joe,1551414596,"Houston Heights, TX",2023-01-20 00:00:56,@mtracey The highlighted sentence makes sense if it's your gun or a friend's gun. Check it for yourself! It makes N… https://t.co/ZdEdO0sKbK,0,Twitter Web App,
"Wyona M Freysteinson, PhD, MN, RN, FAAN (she/her)",335295766,"Houston, TX",2023-01-19 23:57:21,The gun industry is focusing on a ‘large relatively untapped market’ ie adolescents &amp; teens. They see these kids as… https://t.co/3Xv3aEG7hg,359,Twitter for iPhone,
William White,1481341142935523344,"Houston, TX",2023-01-19 23:45:55,"House Bill 1089 makes Bill of The Week @AustinChronicle @Jon_RosenthalTX 

https://t.co/2IK1uvnS48",7,Twitter for iPhone,
Callisto 🏋🏻💻🇺🇸,1153129205221269505,"Houston, TX",2023-01-19 23:43:17,"More trans people should buy guns actually, buy lost of them in fact.",0,Twitter for iPhone,
Joe,1551414596,"Houston Heights, TX",2023-01-19 23:40:46,Charging @AlecBaldwin is absurd. What's the role of an armorer if not to check the guns for live rounds? How is an… https://t.co/LGsY6DwZjr,0,Twitter Web App,
Karen,62528582,"Houston, Texas",2023-01-19 23:34:48,@guncollective I grew up with loaded guns. My dad taught us to shoot. I would have never touched his guns without h… https://t.co/hTtGYla8Nd,0,Twitter for iPhone,
Theresa 👑🌻💛🐱❤🐱❤🐱,1289719676382183432,"Houston, TX",2023-01-19 23:14:05,"@pjampaganza So sad, but the person that was responsible for loading the guns should be held accountable",0,Twitter for Android,
HTX guy,1465530777924472834,"Houston, TX",2023-01-19 23:07:44,@amalaekpunobi Guns are not violence.  Children should be taught proper gun safety and use.,0,Twitter Web App,
JohnW,997269643575382016,"Houston, TX",2023-01-19 22:18:17,@Stephan92541846 @BlakeEggers23 @BroomallSteve @RepEricBurlison @RepMattGaetz Ruby Ridge was in 1992. Them knocking… https://t.co/LjvJFrH3mR,0,Twitter for Android,
JohnW,997269643575382016,"Houston, TX",2023-01-19 22:04:52,@Stephan92541846 @BlakeEggers23 @BroomallSteve @RepEricBurlison @RepMattGaetz The ATF is more concerned with regula… https://t.co/wD0jTafytC,0,Twitter for Android,
texas_does_it_better,765298038147473408,"Houston, TX",2023-01-19 21:54:57,"@itsJeffTiedrich Go help that president you blow daily wipe his ass. 
Rittenhouse defended himself, Alec committed… https://t.co/tUdDWa079K",0,Twitter for Android,
Chron,1309271240562151425,"Houston, TX",2023-01-19 21:45:49,"A man was on his way to Vegas from Texas with a weapon designed to take out tanks.
https://t.co/CKg7gGClmM",1,SocialFlow,
Chuck Garten,250427043,"Houston, TX",2023-01-19 21:31:34,"@TDRColorado If children know about guns, how to use them, how to respect them, the chances of fatal accidents plummet",0,Twitter for Android,
FIFA King.,1542598127689105408,"Houston, TX",2023-01-19 21:25:16,"@Will_Rucker3_AD @_twanathan To each their own but I believe that if guns are in the household, proper safety needs… https://t.co/5l4XPA03uY",0,Twitter for iPhone,
FIFA King.,1542598127689105408,"Houston, TX",2023-01-19 21:18:56,"@_twanathan @Will_Rucker3_AD Teaching gun safety for someone who’s gonna be around guns is weird, dangerous, and hi… https://t.co/ibrzg0yvxM",0,Twitter for iPhone,
NaldoFrancisco (viking/viking),1397339811942473730,"Houston, TX",2023-01-19 21:18:47,"Baldwin is the reason he is an activist. Put a gun into an ignorant persons hands, and this is what can happen. Sim… https://t.co/3xBlzrUzJz",0,Twitter for iPhone,
Houston Public Media,562996358,"Houston, TX",2023-01-19 21:04:48,Transportation Security Administration agents found a large amount of firearms at Texas airports in 2022. https://t.co/ohulU0baGO,1,HPM Tweeter,
Kirin,2570104717,"Houston, TX",2023-01-19 21:00:51,@Entxurage Parents who don’t teach their kids properly about guns,0,Twitter for iPhone,
fuck♻️,1325288198432579584,"Houston, TX",2023-01-19 20:22:21,"@endorito @Dexerto Better physics, better gun play, the guns looked better realistically, gta 5’s guns look like sh… https://t.co/Uu5I6ZONze",0,Twitter for iPhone,
CBonneau,377391455,"Houston, TX",2023-01-19 20:19:09,"@GuntherEagleman Got the guns, just need ammo….",0,Twitter for iPhone,
Big Swede,39862114,"Houston, TX",2023-01-19 20:11:29,@olafado @checkmatestate How is shooting gun a adult thing.  Kids love guns.,0,Twitter for iPhone,
Big Swede,39862114,"Houston, TX",2023-01-19 20:09:19,"@Skitiger18 @checkmatestate Not scared, most likely this is a hobby for them.  Guns arnt just about protection.  Th… https://t.co/GHCAB3fLMP",0,Twitter for iPhone,
Sue Veach ☮️,25454454,"Huffman, Tx.",2023-01-19 20:08:36,"@sandibachom Yes I’m sure they have very little concern for our Homeland Security, but without the DOJ, we’ve got n… https://t.co/GTX7v7RYmR",0,Twitter for iPhone,
Chron,1309271240562151425,"Houston, TX",2023-01-19 19:59:04,"Airport security officers found a high-powered, 84-mm caliber weapon designed to take out tanks in a Texas passenge… https://t.co/XxponLBIcU",1,SocialFlow,
DonnaHackemack…,59531539,"Houston, TX",2023-01-19 19:59:02,"@GovAbbott In Texas, a crap governor can 1) be elected &amp; do nothing to help people (except cronies &amp; O&amp;G businesses… https://t.co/XFSAlfGc0b",0,Twitter for iPhone,
katymom,59910268,"Katy, TX",2023-01-19 19:45:52,@checkmatestate This is how you teach a kid not to be afraid of guns and how to make a gun safe if they see one.  S… https://t.co/LgwBhN1bWM,0,Twitter Web App,
Tom Gibson,18151001,"Houston, Texas",2023-01-19 19:32:09,"@guncollective Whether you have guns or don’t, teaching kids about gun safety,  such as the @nra Eddie Eagle materi… https://t.co/11yZKI8RmQ",0,Twitter for iPhone,
Christine Smith,1483955529840054275,"Spring, TX",2023-01-19 19:30:01,@SavvyUnleashed Yes they do. You must allow the authorities access on demand. Long guns must be kept unloaded in a… https://t.co/H2oVN7WUll,0,Twitter for iPhone,
