username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Jim Jackson,2890151197,los angeles,2023-01-22 17:04:28,@saltedbeardman @FoxNews Just because this made the news doesn’t mean more deaths by guns happens in CA. You can st… https://t.co/FJfdBilrY8,0,Twitter for iPhone,
Classic Rock California,1391984100165046273,"Los Angeles, CA",2023-01-22 17:03:10,"#NowPlaying on Classic Rock California: ""Sweet Child O' Mine"" by Guns N' Roses from the Album: The Rolling Stone Ma… https://t.co/QWYeTEtQct",0,SAM Broadcaster Cloud,
Jacob Aguirre 🏴‍☠️,1464828561139896321,"Long Beach, CA",2023-01-22 17:00:48,@Victorshi2020 Guns are a necessary part of life. Quit trying to change the 2nd amendment you leftist kook,0,Twitter for iPhone,
Crystal Kung Minkoff news and updates,25282419,"Palms, Los Angeles",2023-01-22 17:00:09,We literally just need to take away everyone’s guns and abolish the second amendment.,0,Twitter for iPhone,
Bryan McIntyre,3002574700,"Ontario, CA",2023-01-22 16:59:24,@pithywidow I live north of an imaginary border that makes me a citizen of a different country. We have reasonable… https://t.co/Xt6PbBrLJ5,0,Twitter for Android,
Sees in the Dark 🇺🇦,43312680,"Los Angeles, CA",2023-01-22 16:57:21,"You are only interested in AR-15s for killing liberals and Feds.

You need to realize that Liberals and Feds own gu… https://t.co/R9MBBcDwoe",0,Twitter for Android,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:57:12,"@Gary_Gelormino If people were armed to protect themselves, then victims have a fighting chance.   More GUNS equals more safety.  FACT.",0,Twitter for iPhone,
Kostas Moros,1003007811679219712,Los Angeles,2023-01-22 16:56:34,@PatAndriola @GodwinMeter @2Aupdates Why were our gun laws not causing regular mass shootings for most of our histo… https://t.co/SjEYIvqCnQ,0,Twitter for Android,
@RealClelland,1081614905025818625,"Los Angeles, CA",2023-01-22 16:56:32,"@geostylegeo In the U.S. (anyway) and similar countries, get it on the ballot or vote for people who will bring it… https://t.co/z6vCcvDRY9",0,Twitter for Android,
citygal340,1593773256133120001,"Los Angeles, CA",2023-01-22 16:56:13,@aagg436 It’s the fucking guns.,0,Twitter for iPhone,
Dr. Samantha Hancox-Li,789536590565511168,"Long Beach, CA",2023-01-22 16:55:45,"@Mad_Science_Guy @HNTurtledove wrote something relevant to these counterfactuals recently

it's easy to focus on ta… https://t.co/roM48MDJAx",0,Twitter for Android,
Jo Sanchez,1607716365259145217,"Monterey Park, CA",2023-01-22 16:55:42,@dom_lucre What happen to Michelle Obama empowering the girls to go to school. Oprah free school for black girls. 😢… https://t.co/tO7o7ZuH9b,0,Twitter for iPhone,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:55:24,"@ZombaeKillz If people had the ability to protect themselves with gun carry, then victims have a fighting chance.… https://t.co/a35q8Be4ur",0,Twitter for iPhone,
ali segel,24115438,"Los Angeles, CA",2023-01-22 16:55:18,Sending love to Monterey Park. Abolish guns,2,Twitter for iPhone,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:53:24,@Philosopher2026 @GOP These shootings don’t happen in my bars because we are all carrying weapons.  More guns equals less deaths.  FACT.,0,Twitter for iPhone,
Sean McUsername,1290692708131053568,Ontario ,2023-01-22 16:53:00,"Haves and have nots? &lt;drake cringing&gt;

Have fun!  &lt;drake smiling finger guns&gt;",0,Twitter Web App,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:52:24,"@thee_von If them asians had exercised their 2nd amendment, and carried their own guns, this wouldn’t have happened.",0,Twitter for iPhone,
theONLYbriandzyak 🇺🇦,1359618344899407872,"Los Angeles, California",2023-01-22 16:52:14,@patriottakes Can we bring our guns?,0,Twitter Web App,
KNX News 97.1 FM,18149465,Los Angeles,2023-01-22 16:51:07,"LA County Sheriff Luna on #MontereyPark: ""We don't know if this is a hate crime defined by law, but who walks into… https://t.co/z8X6c2J5iW",13,Twitter for iPhone,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:51:04,"@1dearamerica1 If them asians had exercised their 2nd amendment, and carried their own guns, this wouldn’t have happened.",0,Twitter for iPhone,
Kyung Lah,78231411,"Los Angeles, CA, USA",2023-01-22 16:50:50,"Sheriff on whether this is an AAPI hate crime: ""Everything is on the table. Who walks into a dance hall and guns down people?"" #MontereyPark",9,Twitter Web App,
Kelcie Pegher,87585047,"Los Angeles, CA",2023-01-22 16:50:45,"""We don't know if it was a hate crime by law, but who walks into a dance hall and guns down 20 people?"" -… https://t.co/N1hacOGjQX",8,TweetDeck,
IndivisibleAlta,846136082936741888,"Altadena, CA",2023-01-22 16:50:09,Virtual hugs/solidarity to the Asian-American community in our neighboring Monterrey Park/Alhambra.  The rise in ha… https://t.co/DOJj5Y9oRT,0,Twitter Web App,
V,1406625283747115013,"Los Angeles, CA",2023-01-22 16:49:19,"Racism and guns, the United States, 2023 https://t.co/fy5tI9I3wP",0,Twitter for iPhone,
Selenita Hercilia 🦙🌻,1145068505072578562,LA,2023-01-22 16:49:13,@GregAbbott_TX Freedom = control women’s bodies. Do not let them design their own path. Don’t let people explore th… https://t.co/bwO57uMW23,0,Twitter Web App,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:48:24,@SinghLions @thetribunechd @HardeepSPuri @raunaksingh_sa @TanDhesi @HarkiratKukreja @rwac48 @Harry_Jerry… https://t.co/K0lGB5a3Ji,0,Twitter for iPhone,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:47:33,"@joeyklewis If them asians had exercised their 2nd amendment, and carried their own guns, this wouldn’t have happened.",0,Twitter for iPhone,
Kostas Moros,1003007811679219712,Los Angeles,2023-01-22 16:46:40,"I as a Californian cannot legally buy guns from other states, unless I have them shipped to a CA FFL and do my back… https://t.co/NEyKsbjhKC",27,Twitter for Android,
CombatJedi,923355782422282240,"Los Angeles, CA",2023-01-22 16:45:51,@RepAdamSchiff How do you plan to take illegally possessed guns away from criminals? https://t.co/Y8Hi04Nf8p,0,Twitter Web App,
Decolonize Los Angeles! 💪,1602183080592146432,"Los Angeles, CA",2023-01-22 16:44:35,"@BadSpock @CNN Well gosh golly, America has 120 guns for every 100 residents.",0,Twitter for Android,
Hold Them Accountable,1582514506634121216,"Los Angeles, CA",2023-01-22 16:44:31,@GOP once again 10 dead because your GUNs are more important then LIFE! Shame on you people!!!,0,Twitter for iPhone,
CombatJedi,923355782422282240,"Los Angeles, CA",2023-01-22 16:43:48,@cenkuygur Most mass shootings are committed with illegally possessed guns. Conclusion: criminals don't care about… https://t.co/4ARfJXEOSX,0,Twitter Web App,
Decolonize Los Angeles! 💪,1602183080592146432,"Los Angeles, CA",2023-01-22 16:42:55,"@piromysl @CNN 120 guns per 100 people, (fuck)boi",0,Twitter for Android,
samAxeMaga,1599763395527331840,"Los Angeles, CA",2023-01-22 16:42:30,@222Solidarity @SenSanders GUNS didnt kill anyone.  It was a person that killed.,0,Twitter for iPhone,
seanP,1519498060170022912,90723,2023-01-22 16:42:00,"@Todd_Peterson_1 Guns don't kill people, people kill people",0,Twitter for iPhone,
Kiki Melendez,108346496,"Pacific Palisades, CA",2023-01-22 16:41:37,"@TheInsiderPaper @williamlegate For everyone mocking the strict Gun laws in Cali, as if they are not working keep i… https://t.co/f2wmLySGlK",0,Twitter for iPhone,
Sees in the Dark 🇺🇦,43312680,"Los Angeles, CA",2023-01-22 16:41:21,"We ALL know why you love your AR-15s. You bought them to kill liberals and Feds.

You only cite their off-label use… https://t.co/w2mI6p7OJC",0,Twitter for Android,
Lincoln Kupchak,61500802,"Sherman Oaks, CA",2023-01-22 16:39:37,@g_w_swanson @JesseKellyDC so why not make it harder for them to kill by taking away instruments of evil like guns.… https://t.co/71DTOpCfYM,0,Twitter Web App,
HoneywineArts,1132315548333723648,"Los Angeles, CA",2023-01-22 16:38:42,The shooting in Monterey Park is really affecting me. America as a country cares more about guns and money than peo… https://t.co/8zUa5PNL1u,0,Twitter for iPhone,
keith johnson,15074776,Los Angeles,2023-01-22 16:38:37,"@AZ_Brittney Yet after every incident like this, guns &amp; ammo continue to be easily gotten and used. A machine gun..… https://t.co/GaTytkbCCt",0,Twitter Web App,
PoliticalMama 🌻🥃,707710315723509760,"Los Angeles, CA",2023-01-22 16:38:35,@TujungaMob @stilldemocrat @GavinNewsom Name 3 mass shooters who didn’t purchase their guns legally without googling,0,Twitter for iPhone,
Donna D'Amore,2495240210,"Pasadena,  California",2023-01-22 16:37:10,"This is an absolute nightmare. I live in Alhambra, right next door to Monterey Park - and my heart goes out to thes… https://t.co/AS56bcjEGo",0,Twitter for iPhone,
Liv (she/her)🗽🇺🇸,1108982816300105729,"Los Angeles, CA",2023-01-22 16:36:57,"@EnterpriseF52 A mass shooting—by definition—can only occur w/a gun &amp; w/someone to pull its trigger, yes.

So 2 ess… https://t.co/GdJxu7zJIg",0,Twitter for iPad,
Sean Finnegan,131773262,Los Angeles,2023-01-22 16:35:59,"I can’t believe I’m waking up to news of yet another mass shooting, this time in Monterey Park, an area that’s pred… https://t.co/fb681vfPOA",4,Twitter for iPhone,
Uncle Johnny's Sewing Machine,1340362368262565906,"Los Angeles, CA",2023-01-22 16:35:50,@Jazzey2788 Nothing at ALL.. sandy hook told me all I needed to know about how folks care about guns in this crazy country,0,Twitter for Android,
Sees in the Dark 🇺🇦,43312680,"Los Angeles, CA",2023-01-22 16:35:41,"Most people weigh less than 200 pounds. Go design a chair that only supports MOST people.

Have fun in your Product… https://t.co/eIcQBzN3Dn",0,Twitter for Android,
🏳️‍🌈Marty Weiss 🏳️‍🌈Thanks For The Infamy!,29825098,"North Hollywood, CA",2023-01-22 16:34:36,@aleshadalin Make no mistake. The NRA doesn’t care that 10 people were killed in a Monterey Park mass shooting last… https://t.co/4rHvLFRK8F,0,Twitter Web App,
Brian Goldsmith,459663438,"Los Angeles, CA",2023-01-22 16:32:20,This. This is why mass shootings rarely happen in other countries. We don’t have more mental illness than Japan or… https://t.co/XeboCGimcF,2,Twitter for iPhone,
Brittany 💕,1270164395910295552,"Los Angeles, CA",2023-01-22 16:30:35,BRUH DO SOMETHING ABOUT THESE GUNS! Like what is so hard about it! @POTUS,0,Twitter for iPhone,
Brendan Hay,101885355,"Los Angeles, CA",2023-01-22 16:26:45,Lunar New Year is supposed to be a time of joy. Fuck anti-Asian hate. Fuck guns. Fuck the politicians who don’t do shit about either.,4,Twitter for iPhone,
"Dream Big, Go Blue 💙💛",4416307275,"Los Angeles, CA",2023-01-22 16:25:55,"@Out5p0ken @shannonrwatts Although we don’t know yet, the motive may make it a hate crime. The access to guns is a… https://t.co/sy8JClIkz8",0,Twitter for iPhone,
Kirs10 🇨🇱🇩🇪,862453842,"South Pasadena, CA",2023-01-22 16:25:46,"There is a lot of local chatter about what happened in the nearby Monterey Park shooting.

Whether it’s a domestic… https://t.co/0L7aqYOA4q",2,Twitter for iPhone,
Alberto M. Carvalho,352557959,"Los Angeles, CA",2023-01-22 16:25:31,Our thoughts go out to those who lost their lives and loved ones in Monterey Park last night. The scourge of unbrid… https://t.co/hmrcIep60p,8,Twitter for iPhone,
Kimi @goldenlassogirl@dice.camp,213353996,"Los Angeles, CA",2023-01-22 16:25:15,@EvilBrady5959 @hphonestviews @AKfortySlevin @ninaturner Except the large majority of those guns are owned by the s… https://t.co/MnPdqoWEUa,0,Twitter for iPhone,
Lincoln Kupchak,61500802,"Sherman Oaks, CA",2023-01-22 16:25:15,"@JesseKellyDC People finding guns evil doesn't make them ""communists"". Jesse Kelly is so devoid of humanity that he… https://t.co/7KT1VnnXpN",0,Twitter Web App,
Pulse 2AM,310967043,Los Angeles,2023-01-22 16:24:52,"@GavinNewsom “I have never believed in the practice of carrying weapons,” said then-NRA President K.T. Frederick at… https://t.co/F1uo8pGkNq",0,Twitter Web App,
Pulse 2AM,310967043,Los Angeles,2023-01-22 16:24:44,"@RepAdamSchiff “I have never believed in the practice of carrying weapons,” said then-NRA President K.T. Frederick… https://t.co/HPZ9rRidj1",0,Twitter Web App,
Pulse 2AM,310967043,Los Angeles,2023-01-22 16:24:35,"@RepJeffries “I have never believed in the practice of carrying weapons,” said then-NRA President K.T. Frederick at… https://t.co/PnNkOs8POm",0,Twitter Web App,
Pulse 2AM,310967043,Los Angeles,2023-01-22 16:24:09,"@StevenBeschloss “I have never believed in the practice of carrying weapons,” said then-NRA President K.T. Frederic… https://t.co/DZjRDey9kM",1,Twitter Web App,
Derek Leininger,77570182,Los Angeles,2023-01-22 16:23:56,@R_Tandler @tomaskenn But but what about guns? And Jesus? And who’s in what bathrooms?,0,Twitter for iPad,
Pulse 2AM,310967043,Los Angeles,2023-01-22 16:23:52,"@GeorgeTakei “I have never believed in the practice of carrying weapons,” said then-NRA President K.T. Frederick at… https://t.co/233ds64V4w",0,Twitter Web App,
Anthony Goldsmith,739595086044876800,Topanga CA,2023-01-22 16:23:35,@BrianKPatton @sbbmuud @AmericanMoses_ @RepAdamSchiff It wasn’t until the late 20th century that it was considered… https://t.co/3fwKp9nkef,0,Twitter for iPad,
Sam Vanivray,345113649,Los Angeles,2023-01-22 16:23:33,@GreekTheNic @goodsoulette Yeah guns are one problem. Psychology of Americans is another problem. Only one is mainstream news.,0,TweetDeck,
Stephanus Jacobus,1396353630169550849,"Orange, CA",2023-01-22 16:22:59,"@davidhogg111 Start with the bullets. Guns are useless without ammo. Register all ammo puchases, with a waiting per… https://t.co/K8tXMp76l0",0,Twitter for iPhone,
Lisa Pease,16014522,"Los Angeles, CA",2023-01-22 16:21:48,"Enough with the ""hearts and prayers"" and ""monitoring the situation."" BAN GUNS NOW.",0,Twitter Web App,
"Blaine D. Pope, Ph.D.",70225514,"Santa Monica, California, USA",2023-01-22 16:21:31,"And now, the #USA is so infested with #firearms (more than one per person) that the problem won’t go away any time… https://t.co/rhTDklwxHU",0,Twitter for iPhone,
Josh in Inglewood,1338151258792763392,"Inglewood, CA",2023-01-22 16:18:45,@TSpringfield215 @richafandilove1 @Todd_Peterson_1 Am I wrong? Didn’t know Texans were capable of having sarcasm. E… https://t.co/ECYvKeuzDT,0,Twitter for iPhone,
Sam Vanivray,345113649,Los Angeles,2023-01-22 16:18:00,"@GreekTheNic @goodsoulette People have committed mass murder in the US without guns, for instance with explosives (… https://t.co/zuPQ8bUO49",0,TweetDeck,
themocollins,38232159,Los Angeles,2023-01-22 16:17:55,Get rid of the guns. Do SOMETHING! @gop @HouseDemocrats @SenateGOP @POTUS https://t.co/lqHk75z959,1,Twitter for iPhone,
julianne phillips,1548035998860201987,"Malibu, CA",2023-01-22 16:17:36,"@Scrivener1A @nytimes Sadly, I’m not even sure then. Look at Steve Scalise, he nearly lost HIS life at the hands of… https://t.co/gfZ2qnTyuE",0,Twitter for iPhone,
🦋🦋🦋Sierra Johnson🦋🦋,755960322003832832,"Los Angeles, CA",2023-01-22 16:16:59,"We all get to wake up to violence with guns everyday, because the fragile snowflakes on the Right need their guns t… https://t.co/xPgib7F4Pg",0,Twitter for iPhone,
🖊️HungryScribbler Roll for Initiative 1e4🇵🇭🇺🇸,46403635,"Los Angeles, CA",2023-01-22 16:16:55,"@debaters_mass Heck ya. Just give me my knives and a couple hand guns, a 12-gauge and my Carbine for fun.",0,Twitter Web App,
Mark Roy Cohen,1519027946475773952,"Santa Monica, CA",2023-01-22 16:16:31,@WajahatAli One sensible thing would be to allow conceal and carry everywhere. More good people with guns would stop this immediately.,0,Twitter for Android,
Kick📟🔌📲💻🛸🗿🕹📽,2325896976,"Pyongyang, North Korea",2023-01-22 16:16:19,California has the strictest guns laws in the US and we'll I can tell you this... there's alot of fucken guns over… https://t.co/tvspce5AL4,0,Twitter for Android,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-22 16:15:39,I don’t care what your enraged about. We’re going to buy more guns and there’s nothing you can do about it. https://t.co/CmEPAFro0I,34,Twitter for iPad,
Beyond Blake,1467946492224753678,"Los Angeles, CA",2023-01-22 16:14:18,"@PetrVolkanovski I just don’t like how they’re the #1 instrument in senseless killings 

I had a friend unfortunate… https://t.co/Me3VbWkuCY",0,Twitter for iPhone,
Lindsay Katai,15361298,"Los Angeles, CA",2023-01-22 16:13:42,This Monterey Park shooting… I don’t even know what to say. It’s evil. Guns and the people who wield them are evil.,1,Twitter for iPhone,
Uncle Johnny's Sewing Machine,1340362368262565906,"Los Angeles, CA",2023-01-22 16:13:17,@AnthonyStoner17 @JtYves @txintel101 @CNN @CNNSotu But where the guns come from tho?,0,Twitter for Android,
madis step,1005612260,"Los Angeles, CA",2023-01-22 16:12:57,"@nytimes This is why i have guns, to protect myself from criminals with guns.",0,Twitter for iPhone,
Linda I. H. Saad,818658439857479680,"Los Angeles, CA",2023-01-22 16:12:20,This is a hate crime. Disgusting! Enough is enough. How many people have to be murdered due to guns in this country… https://t.co/upNWIO8Tqw,0,Twitter for iPhone,
madis step,1005612260,"Los Angeles, CA",2023-01-22 16:12:13,"@nytimes I’ve officially gone round the bend. 
IF THERE WERE GOOD GUYS WITH GUNS THERE, it would’ve been over after… https://t.co/goSOEDjid1",0,Twitter for iPhone,
"Blaine D. Pope, Ph.D.",70225514,"Santa Monica, California, USA",2023-01-22 16:09:16,"The hard reality is that America is addicted to #violence and #guns. And as with any #addiction, the first step in… https://t.co/2RTTic2uWz",0,Twitter for iPhone,
Beyond Blake,1467946492224753678,"Los Angeles, CA",2023-01-22 16:08:52,I really dislike guns,0,Twitter for iPhone,
Conley Patillo,1402434020399489028,"Los Angeles, CA",2023-01-22 16:04:52,"The Lunar New Year celebration could have just as easily been Juneteenth, Cinco De Mayo, Pride or whatever … It’s s… https://t.co/z6Wt40Y6ar",0,Twitter for iPhone,
Jason Honeycutt,549850964,Los Angeles,2023-01-22 16:04:29,"@CBSLA This ""thoughts and prayers"" stuff hasn't worked for 30+ years of these mass shootings... can we try somethin… https://t.co/RDDrzE822K",0,Twitter for Android,
Jim A in L.A.,18343484,Los Angeles,2023-01-22 16:04:24,@RepSwalwell It’s the guns.,0,Twitter for iPhone,
Uncle Johnny's Sewing Machine,1340362368262565906,"Los Angeles, CA",2023-01-22 16:04:08,@angryasianman Listen I knew nothing would ever get done about guns once all those babies got killed at Sandy hook and NOTHING changed..,0,Twitter for Android,
The Justice4Johnnys,1518696945119678464,"Los Angeles, CA",2023-01-22 16:02:00,"@jlessl @mmpadellan Guns can’t abort babies against their fathers wishes, silly little girl 😂😂😂",0,Twitter for iPhone,
Corey Chambers,14680144,"Los Angeles, CA",2023-01-22 16:00:26,@RepRaulGrijalva Grijalva is fake news. Monterey Park already has strict gun control.  Every country has violence.… https://t.co/ErwXyVZvAs,0,Twitter Web App,
Holly J. Mitchell,278192411,Los Angeles,2023-01-22 15:59:25,Hate continues to plague us.  Guns and mass shooters continue to take lives.  Prayers up for Monterey Park.,11,Twitter for iPhone,
Marcos Monzon,1562217056837046275,"Los Angeles, CA",2023-01-22 15:59:07,@FoxNews Not all killers use guns.,0,Twitter for iPhone,
Jeff Anderson,601980866,"Redondo Beach, CA",2023-01-22 15:58:42,"@Nativetoday_ The Crow people live in the region of Wyoming for 12,000 years before the Anglos arrived with their g… https://t.co/IAmWM5d5kD",1,Twitter for Android,
LA_Maiden,1021762106356453379,Los Angeles ,2023-01-22 15:57:48,"@DodgerChick310 Never, Americans love their guns.",0,Twitter for iPhone,
Yungsta82,2953970994,"Los Angeles, CA",2023-01-22 15:57:12,#MassShooting we have the highest number of guns owned per capita in the world. There are more guns than people in… https://t.co/sklYJ1OCVE,0,Twitter for Android,
Cenk Uygur,429227921,Los Angeles,2023-01-22 15:57:12,My wife used to work at Monterey Park where the mass shooting took place. No one is safe. Republicans are constantl… https://t.co/zAFXZHNbSE,374,Twitter Web App,
S.J Furniss,263846716,"Malibu, CA",2023-01-22 15:55:38,@kempga4 @BBCBreaking Just woke up to the news. I suspect the usual thoughts and prayers shit is being spewed out.… https://t.co/0lEEsJUsfO,0,Twitter for iPhone,
Tyler Schirado 🦖,222244427,"Burbank, CA",2023-01-22 15:54:44,These mass shootings don’t happen anywhere else in the world. It’s the guns. https://t.co/G766LveKln,0,Twitter for iPhone,
David Lazarus,21328006,"Los Angeles, CA",2023-01-22 15:54:15,The only reason we have to live like this is because some people believe guns are a God-given right. But no deity w… https://t.co/8iMlRTTHGN,22,Twitter for Android,
Stacy Fran,802556869306826753,"Hermosa Beach, CA",2023-01-22 15:53:35,"@ThatRoofdiva Women, buy more guns",1,Twitter for iPad,
Stacy Fran,802556869306826753,"Hermosa Beach, CA",2023-01-22 15:52:27,@Lor72906771 Buy more guns and ammo,0,Twitter for iPad,
Alberto M. Carvalho,352557959,"Los Angeles, CA",2023-01-22 15:49:46,Our thoughts go out to those who lost their lives and loved ones in Monterey Park last night. The scourge of unbrid… https://t.co/yBq4v7SBtO,2,Twitter for iPhone,
Doug Martin,85010433,"Seal Beach, CA",2023-01-22 15:49:28,"The 33rd mass shooting in 🇺🇸 this year.

It’s the guns. https://t.co/C9LJcb3q86",1,Twitter for iPhone,
Corey Chambers,14680144,"Los Angeles, CA",2023-01-22 15:49:17,"@loveandhatela Monterey Park, CA already has gun control laws in the country.  Where guns are outlawed, only outlaw… https://t.co/YLJmSHEfCS",1,Twitter Web App,
Amore ☮️ & 💟 2012 - 2021,1187852117156851712,"Los Angeles, CA",2023-01-22 15:49:04,@ericareport Guns only allowed if you live in a town with a population less then 500 ppl,0,Twitter for iPhone,
Martin Buerkle,239469460,"Los Angeles, CA",2023-01-22 15:48:03,@corbinsabol @GavinNewsom We do not need more guns on the street. Our society is not smart enough. #socialmedia mak… https://t.co/NfqDs9tzwo,0,Twitter for Android,
"Jim Stewartson, Antifascist, #RIPQ 🇺🇸🇺🇦🏴‍☠️",256154569,"Los Angeles, CA",2023-01-22 15:46:44,"A year ago I wrote a long thread about @RepCawthorn’s obvious Russia connections, including the fact that he met hi… https://t.co/zSfaJwaOKF",170,Twitter for iPad,
MooN™,287286355,"Los Angeles, CA ",2023-01-22 15:40:31,The real interesting criminal clue and in dire need of federal law enforcement investigation IS “Whom is the politi… https://t.co/CVR7b5O3ga,0,Twitter Web App,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-22 15:38:14,Buy guns and ammo https://t.co/c4uk9DoEGD,10,Twitter for iPad,
Rica Martin,1487202391682269186,"Pico Rivera, CA",2023-01-22 15:37:40,"@That_Cajun_Guy @MrAndyNgo California has more guns than Texas, they just happen to all be unregistered and ghost guns",1,Twitter for iPhone,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-22 15:37:38,Buy more guns. Train your kids to use them. Then buy more. https://t.co/XwCJlQtfbX,50,Twitter for iPad,
"Still here, sigh",309758606,"Los Angeles, CA",2023-01-22 15:37:31,"@alexanderchee I'm so sick this. If the shooter was targeting Asian-Americans, this neighborhood would be an obviou… https://t.co/ecALQhO1FN",0,Twitter Web App,
MooN™,287286355,"Los Angeles, CA ",2023-01-22 15:37:02,The real problem with“kill the mind” doctrine.They pull the same”by the lil red book” bs so redundantly its obvious… https://t.co/CBpqTABRqC,0,Twitter Web App,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-22 15:35:35,"I don’t care how you feel. 

Never disarm. Buy guns and ammo. https://t.co/3hwgQFKukX",19,Twitter for iPad,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-22 15:35:00,They hate you. Buy more guns. https://t.co/st8HWQa7Mi,11,Twitter for iPad,
MooN™,287286355,"Los Angeles, CA ",2023-01-22 15:33:24,Now you can see the obvious mantra from the official enemy. This is a “gun violence” diversion. It’s ridiculous now… https://t.co/jOZmoKVGvH,0,Twitter Web App,
Ethan Daniel Corbett,992648365,"Los Angeles, CA",2023-01-22 15:32:12,"This makes me so very sad. What a tragedy. 
I wish this wasn’t so normalized here in this country. Innocent people… https://t.co/7XhT92Cfgj",0,Twitter for iPhone,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-22 15:30:39,The hate you and your faith. Buy guns. https://t.co/9q2bu0GMQB,17,Twitter for iPad,
WomenAreTheMajority,123305304,"Los Angeles, CA",2023-01-22 15:28:25,"Nothing is safe, nowhere is safe
Big city, small town, rural or dense NOBODY IS SAFE FROM GUNS. 

Monterrey Park is… https://t.co/noW7EtWoxY",1,Twitter for Android,
☠️Cali Fella 🇺🇸☠️,2734839612,"Los Angeles, CA",2023-01-22 15:26:49,@EPennysworth @phil49730971 He mentioned over throwing the government and guns. I pointed out guns were not necessa… https://t.co/B2y7Q2GmTF,0,Twitter Web App,
Corey Chambers,14680144,"Los Angeles, CA",2023-01-22 15:26:44,"@CNN @CNNSotu CNN is fake news, Monterey Park and California already have some of the strongest gun control laws in… https://t.co/xfdYxAFV3r",0,Twitter Web App,
anthony,1030070039922102272,"Los Angeles, CA",2023-01-22 15:26:34,@Braedenhv It’s not hard to get your hands on ghost guns or have someone ship it to you legally or illegally out of state.,0,Twitter for iPhone,
Brian O'Sullivan,19558732,"SF/LA, CA",2023-01-22 15:26:32,@TheTrut23932173 @Mr_JeffCFuller They use their power and influence to make it easier to buy guns so more are sold.… https://t.co/rB0mC4GeI4,0,Twitter Web App,
Jeff,1497953272853762050,"Los Angeles, CA",2023-01-22 15:26:03,Guns man. Only democracy in the world that deals with the amount of gun violence that we do. It’s sickening https://t.co/ekSAhf10Yg,0,Twitter for iPhone,
Ashley K. Jones,912725550795448321,"Los Angeles, CA",2023-01-22 15:25:23,What happened in Monterey Park is tragic and all to common for our country. We need to prioritize getting guns out… https://t.co/IIWswyaSua,1,Twitter for iPhone,
Sees in the Dark 🇺🇦,43312680,"Los Angeles, CA",2023-01-22 15:23:32,"Why? They make guns that were specifically designed for hunting deer that work better and cost less.

Why pay extra… https://t.co/7dyy3hSRb9",0,Twitter for Android,
Kaye,956266072440635392,"Los Angeles, CA",2023-01-22 15:22:12,"And I’m back to sorrow. The first thing I saw in my feed was news of ANOTHER mass shooting. 

This time Asian Ameri… https://t.co/d6upGboP0z",39,Twitter for iPhone,
Amore ☮️ & 💟 2012 - 2021,1187852117156851712,"Los Angeles, CA",2023-01-22 15:22:10,@BruceBourgoine Why is their right to have a deadly toy higher then our right to just live?  Fuck guns!  I hate them all of them!,0,Twitter for iPhone,
ᵕ̈,1343684488950390784,la ,2023-01-22 15:20:56,"“guns don’t kill people, people kill people” is the stupidest argument because please inform me what other weapon t… https://t.co/uKhjUPhojl",1,Twitter for iPhone,
CryptoWarz.io,909869607913086976,"Los Angeles, CA",2023-01-22 15:19:40,"@realdannydivito @FoxNews Nevada wasn’t a gun free state, yet 50+ people died in a massacre. Plenty of people with… https://t.co/KPjCec6Ipg",0,Twitter for iPhone,
AaronSmarter,1299176038572855297,"Compton, CA",2023-01-22 15:19:23,Take all the guns away from all the white people posthaste,0,Twitter for Android,
Steven Underwood,2380840549,"Los Angeles, CA",2023-01-22 15:17:45,@iamntyrell I woulda ate his ass up. Im from a land of guns ion let shit slide easy lmao,0,Twitter for iPhone,
Farid X,327579878,Los Angeles,2023-01-22 15:17:00,@RikHavic Clearly it’s not more gun laws as we release and want lesser sentences for criminals with illegal guns.,0,Twitter for iPhone,
Kevin Barbour,554849713,"Los Angeles, CA",2023-01-22 15:17:00,Again with the guns... https://t.co/b0QSFG1Vrl,0,Twitter for Android,
Greg Santos,1151533609234255872,"Los Angeles, CA",2023-01-22 15:16:32,@ChuliAlain @CNN Yep cuz the real criminals will stop using guns. Lol,0,Twitter for iPhone,
Nicholas David 🏳️‍🌈,1222662509330497536,"Los Angeles, CA",2023-01-22 15:15:05,@TheGregoryVance @NobodySpecial_3 @nytimes Lol so you making it up. Good to know. Ask every country how American gu… https://t.co/Y0naCXpf4i,0,Twitter for iPhone,
Clay Renfroe,258032184,"Burbank, CA",2023-01-22 15:13:54,No. More. Guns.,0,Twitter for iPad,
